eps1   sigma3   sigma3'   sigma1   sigma1'   u       p       q
[%]    [kPa]    [kPa]     [kPa]    [kPa]     [kPa]   [kPa]   [kPa]

0.0000	1000.599	500.186	1004.595	504.183	500.413	501.519	3.996
0.0039	1000.599	496.675	1014.768	510.844	503.925	501.398	14.169
0.0164	1000.599	488.062	1036.941	524.404	512.538	500.176	36.342
0.0504	1000.609	473.163	1071.011	543.565	527.446	496.631	70.401
0.0798	1000.619	453.428	1111.112	563.921	547.192	490.259	110.493
0.1124	1000.609	429.501	1154.636	583.529	571.108	480.844	154.027
0.1499	1000.569	404.128	1196.610	600.169	596.441	469.475	196.041
0.1887	1000.518	378.815	1234.649	612.946	621.703	456.859	234.131
0.2311	1000.487	356.063	1265.992	621.568	644.424	444.565	265.505
0.2724	1000.426	335.608	1292.405	627.587	664.818	432.934	291.979
0.3141	1000.365	317.724	1313.773	631.132	682.641	422.193	313.408
0.3606	1000.396	302.705	1331.609	633.918	697.691	413.109	331.213
0.4060	1000.304	289.678	1346.124	635.498	710.626	404.952	345.819
0.4563	1000.264	278.930	1358.370	637.036	721.334	398.299	358.107
0.5016	1000.223	269.811	1368.940	638.528	730.412	392.716	368.717
0.5500	1000.203	262.301	1377.900	639.998	737.902	388.200	377.698
0.5955	1000.182	256.015	1386.132	641.965	744.167	384.665	385.949
0.6429	1000.152	250.803	1393.132	643.783	749.349	381.796	392.980
0.6905	1000.070	246.491	1399.727	646.147	753.579	379.710	399.656
0.7452	1000.091	242.979	1405.713	648.601	757.112	378.186	405.622
0.7932	1000.030	240.054	1411.346	651.371	759.976	377.159	411.317
0.8444	1000.019	237.777	1416.756	654.514	762.243	376.689	416.737
0.8908	1000.009	235.914	1421.926	657.831	764.095	376.553	421.917
0.9419	999.897	234.355	1427.005	661.463	765.542	376.724	427.108
0.9870	999.938	233.293	1431.693	665.048	766.646	377.211	431.755
1.0359	999.887	232.462	1436.705	669.280	767.425	378.068	436.818
1.0852	999.887	231.865	1441.197	673.175	768.022	378.969	441.310
1.1358	999.826	231.480	1445.672	677.326	768.346	380.096	445.846
1.1874	999.796	231.379	1450.332	681.915	768.417	381.558	450.536
1.2333	999.775	231.328	1454.605	686.158	768.447	382.938	454.830
1.2785	999.775	231.521	1459.261	691.006	768.255	384.683	459.486
1.3249	999.694	231.692	1463.390	695.388	768.002	386.257	463.695
1.3738	999.694	232.087	1467.729	700.122	767.607	388.099	468.035
1.4185	999.664	232.552	1472.071	704.960	767.111	390.022	472.408
1.4654	999.674	233.109	1476.295	709.730	766.565	391.983	476.621
1.5159	999.694	233.696	1480.344	714.346	765.998	393.913	480.650
1.5673	999.704	234.425	1484.663	719.384	765.279	396.078	484.959
1.6183	999.714	235.174	1488.835	724.295	764.540	398.214	489.121
1.6664	999.674	235.923	1492.839	729.088	763.751	400.311	493.166
1.7180	999.643	236.763	1497.049	734.169	762.880	402.565	497.406
1.7710	999.664	237.653	1500.900	738.890	762.010	404.732	501.237
1.8217	999.684	238.575	1505.048	743.939	761.109	407.029	505.364
1.8751	999.674	239.496	1508.750	748.572	760.178	409.188	509.076
1.9259	999.704	240.488	1512.699	753.483	759.217	411.486	512.995
1.9790	999.684	241.449	1516.582	758.347	758.235	413.748	516.898
2.0287	999.694	242.502	1520.400	763.208	757.192	416.070	520.706
2.0793	999.704	243.514	1524.480	768.289	756.191	418.439	524.776
2.1293	999.704	244.556	1528.045	772.896	755.148	420.670	528.340
2.1824	999.664	245.588	1531.925	777.850	754.075	423.009	532.262
2.2340	999.735	246.702	1535.544	782.511	753.033	425.305	535.809
2.2820	999.714	247.795	1539.320	787.400	751.919	427.663	539.605
2.3300	999.725	248.939	1543.123	792.337	750.786	430.071	543.398
2.3799	999.725	249.961	1546.597	796.833	749.764	432.252	546.872
2.4295	999.684	251.135	1550.421	801.872	748.549	434.714	550.737
2.4806	999.684	252.238	1553.897	806.451	747.446	436.976	554.214
2.5312	999.735	253.432	1557.764	811.462	746.302	439.442	558.029
2.5818	999.684	254.394	1561.077	815.787	745.290	441.525	561.393
2.6321	999.836	255.660	1564.770	820.593	744.177	443.971	564.934
2.6839	999.826	256.793	1568.181	825.147	743.033	446.245	568.354
2.7306	999.887	257.917	1571.617	829.646	741.971	448.493	571.730
2.7828	999.908	259.071	1575.352	834.515	740.837	450.885	575.444
2.8343	999.969	260.184	1578.519	838.735	739.784	453.035	578.551
2.8866	999.979	261.298	1582.057	843.375	738.681	455.324	582.078
2.9344	999.989	262.370	1585.171	847.552	737.618	457.431	585.182
2.9855	1000.030	263.494	1588.684	852.149	736.536	459.712	588.655
3.0377	1000.070	264.658	1591.920	856.508	735.412	461.941	591.850
3.0855	1000.131	265.752	1594.932	860.552	734.380	464.018	594.801
3.1321	1000.121	266.885	1598.464	865.228	733.236	466.333	598.343
3.1830	1000.182	267.978	1601.521	869.318	732.204	468.425	601.339
3.2379	1000.203	269.102	1604.581	873.480	731.101	470.561	604.378
3.2923	1000.233	270.195	1607.756	877.718	730.038	472.703	607.523
3.3422	1000.284	271.319	1611.101	882.136	728.965	474.924	610.817
3.3916	1000.325	272.453	1614.097	886.225	727.872	477.043	613.772
3.4382	1000.223	273.474	1617.161	890.412	726.749	479.120	616.938
3.4935	1000.192	274.598	1620.041	894.447	725.595	481.214	619.849
3.5459	1000.152	275.630	1623.086	898.565	724.522	483.275	622.935
3.5959	1000.182	276.834	1626.285	902.937	723.348	485.535	626.103
3.6471	1000.131	277.897	1629.001	906.767	722.235	487.520	628.870
3.6954	1000.091	278.990	1632.311	911.210	721.101	489.730	632.220
3.7441	1000.040	280.032	1634.895	914.887	720.008	491.650	634.855
3.7946	999.979	281.054	1637.915	918.990	718.925	493.699	637.936
3.8458	999.969	282.167	1640.800	922.998	717.802	495.777	640.831
3.8996	999.958	283.230	1643.611	926.882	716.729	497.781	643.653
3.9496	999.908	284.292	1646.509	930.894	715.615	499.826	646.602
3.9987	999.847	285.294	1649.100	934.547	714.553	501.712	649.254
4.0531	999.857	286.397	1652.182	938.722	713.460	503.839	652.325
4.1032	999.836	287.419	1654.695	942.278	712.417	505.705	654.859
