eps1   sigma3   sigma3'   sigma1   sigma1'   u       p       q
[%]    [kPa]    [kPa]     [kPa]    [kPa]     [kPa]   [kPa]   [kPa]

0.0000	900.123	99.381	902.795	102.053	800.742	100.272	2.671
0.0489	900.123	89.169	920.006	109.052	810.954	95.797	19.883
0.1015	900.044	77.536	928.628	106.119	822.508	87.064	28.583
0.1527	900.064	67.354	932.790	100.080	832.710	78.263	32.726
0.2033	900.064	58.827	934.628	93.390	841.237	70.348	34.563
0.2601	900.203	51.619	935.241	86.658	848.583	63.299	35.038
0.3170	900.084	45.436	934.793	80.145	854.648	57.006	34.709
0.3752	900.104	40.198	933.963	74.057	859.906	51.484	33.859
0.4255	900.123	35.768	932.839	68.484	864.356	46.673	32.716
0.4808	900.143	32.145	931.627	63.628	867.999	42.639	31.483
0.5389	900.143	28.996	930.343	59.196	871.147	39.063	30.200
0.5904	900.123	26.393	929.161	55.431	873.730	36.072	29.038
0.6461	900.094	24.133	927.895	51.935	875.960	33.401	27.802
0.7012	900.034	22.187	926.703	48.855	877.847	31.076	26.668
0.7599	900.025	20.492	925.707	46.175	879.533	29.053	25.683
0.8129	900.044	19.099	924.759	43.814	880.945	27.337	24.715
0.8657	900.034	17.808	923.895	41.668	882.227	25.761	23.861
0.9227	900.044	16.667	923.085	39.708	883.377	24.347	23.041
0.9764	900.044	15.678	922.282	37.916	884.366	23.091	22.238
1.0318	899.945	14.681	921.461	36.197	885.264	21.853	21.516
1.0877	900.015	13.983	920.866	34.835	886.031	20.934	20.851
1.1426	899.975	13.238	920.266	33.528	886.738	20.001	20.290
1.1965	900.005	12.611	919.762	32.369	887.393	19.197	19.758
1.2535	899.945	11.997	919.128	31.180	887.948	18.391	19.183
1.3136	899.906	11.423	918.575	30.092	888.483	17.646	18.669
1.3646	899.896	10.948	918.179	29.232	888.947	17.043	18.283
1.4168	899.896	10.525	917.737	28.365	889.371	16.472	17.841
1.4740	899.886	10.151	917.384	27.649	889.735	15.984	17.498
1.5334	899.876	9.798	917.007	26.929	890.078	15.509	17.131
1.5903	899.935	9.424	916.781	26.269	890.512	15.039	16.845
1.6449	899.985	9.120	916.506	25.641	890.865	14.627	16.521
1.6987	899.955	8.818	916.153	25.016	891.137	14.217	16.198
1.7573	899.995	8.545	915.961	24.511	891.450	13.867	15.966
1.8084	900.104	8.331	915.816	24.043	891.773	13.568	15.712
1.8610	900.183	8.158	915.689	23.664	892.025	13.326	15.507
1.9194	900.163	7.896	915.444	23.176	892.267	12.989	15.281
1.9715	900.123	7.705	915.245	22.827	892.419	12.745	15.122
2.0238	900.074	7.484	914.996	22.406	892.590	12.458	14.922
2.0815	900.044	7.293	914.848	22.096	892.752	12.227	14.804
2.1353	900.074	7.141	914.678	21.745	892.933	12.009	14.604
2.1946	900.015	6.960	914.472	21.417	893.055	11.779	14.457
2.2531	900.104	6.948	914.421	21.266	893.155	11.721	14.317
2.3035	900.084	6.777	914.295	20.988	893.307	11.514	14.211
2.3589	900.084	6.646	914.211	20.773	893.438	11.355	14.127
2.4106	900.114	6.595	914.117	20.599	893.519	11.263	14.004
2.4662	900.044	6.425	913.934	20.314	893.620	11.055	13.889
2.5184	900.123	6.373	913.940	20.189	893.751	10.978	13.817
2.5757	900.084	6.262	913.813	19.991	893.821	10.839	13.729
2.6290	900.025	6.163	913.698	19.836	893.862	10.720	13.673
2.6834	900.034	6.132	913.642	19.740	893.902	10.668	13.608
2.7331	900.034	6.062	913.563	19.590	893.973	10.571	13.528
2.7876	899.965	5.952	913.466	19.453	894.013	10.452	13.501
2.8440	900.025	5.941	913.516	19.432	894.084	10.438	13.491
2.8979	899.975	5.841	913.442	19.308	894.134	10.330	13.467
2.9541	900.104	5.869	913.469	19.234	894.235	10.324	13.365
3.0105	899.995	5.750	913.326	19.080	894.245	10.193	13.331
3.0607	899.906	5.661	913.249	19.004	894.245	10.108	13.343
3.1121	899.945	5.640	913.224	18.918	894.306	10.066	13.278
3.1699	899.886	5.590	913.188	18.892	894.296	10.024	13.302
3.2219	899.846	5.571	913.155	18.880	894.276	10.007	13.309
3.2787	899.817	5.572	913.128	18.882	894.245	10.008	13.311
3.3337	899.767	5.451	913.013	18.697	894.316	9.867	13.246
3.3870	899.757	5.492	913.063	18.797	894.265	9.927	13.305
3.4361	899.787	5.501	913.052	18.767	894.286	9.923	13.265
3.4942	899.757	5.411	913.082	18.735	894.346	9.853	13.324
3.5533	899.827	5.480	913.164	18.818	894.346	9.926	13.338
3.6019	899.807	5.360	913.178	18.731	894.447	9.817	13.371
3.6543	899.856	5.399	913.280	18.823	894.457	9.874	13.424
3.7065	899.856	5.369	913.323	18.836	894.487	9.858	13.467
3.7613	899.916	5.418	913.437	18.939	894.498	9.925	13.521
3.8144	899.906	5.368	913.441	18.903	894.538	9.880	13.535
3.8686	899.995	5.396	913.687	19.089	894.598	9.960	13.692
3.9248	900.015	5.406	913.658	19.050	894.609	9.954	13.644
3.9778	900.005	5.396	913.755	19.147	894.609	9.980	13.750
4.0326	899.945	5.337	913.750	19.141	894.609	9.938	13.804
4.0883	900.015	5.406	913.880	19.271	894.609	10.028	13.865
4.1413	899.985	5.346	913.919	19.280	894.639	9.991	13.934
4.1978	900.034	5.426	914.027	19.418	894.609	10.090	13.992
4.2514	900.025	5.446	914.137	19.559	894.578	10.150	14.112
4.3128	900.015	5.477	914.256	19.718	894.538	10.224	14.241
4.3666	900.034	5.527	914.277	19.769	894.508	10.274	14.243
4.4199	900.025	5.477	914.411	19.863	894.548	10.272	14.386
4.4766	900.044	5.537	914.462	19.955	894.508	10.343	14.418
4.5310	900.005	5.527	914.561	20.084	894.477	10.380	14.557
4.5868	899.896	5.499	914.510	20.114	894.397	10.371	14.614
4.6395	899.916	5.570	914.664	20.318	894.346	10.486	14.748
4.6939	899.886	5.560	914.718	20.392	894.326	10.504	14.832
4.7443	899.916	5.630	914.787	20.501	894.286	10.587	14.871
4.7984	899.837	5.571	914.886	20.621	894.265	10.588	15.049
4.8555	899.817	5.652	914.968	20.804	894.165	10.703	15.151
4.9117	899.767	5.663	915.056	20.952	894.104	10.760	15.289
4.9692	899.807	5.763	915.162	21.118	894.043	10.882	15.355
5.0231	899.688	5.725	915.161	21.199	893.963	10.883	15.473
5.0817	899.668	5.776	915.294	21.402	893.892	10.985	15.626
5.1337	899.678	5.887	915.444	21.653	893.791	11.142	15.766
5.1859	899.609	5.878	915.498	21.767	893.731	11.175	15.889
5.2391	899.609	5.939	915.590	21.920	893.670	11.266	15.981
